student_gpa_band,student_gre_band,program_id,admit_result,term
3.9-4.0,320-329,P000187,Reject,Fall 2026
2.8-3.0,,P001445,Reject,Fall 2025
3.5-3.7,,P004786,Reject,Fall 2026
3.2-3.4,330-340,P003013,Reject,Fall 2025
3.9-4.0,,P002397,Admit,Fall 2026
3.9-4.0,310-319,P000117,Reject,Fall 2025
3.4-3.5,330-340,P004924,Admit,Fall 2026
2.8-3.0,,P002111,Reject,Fall 2024
3.4-3.5,320-329,P002782,Reject,Fall 2026
3.2-3.4,310-319,P000986,Reject,Fall 2022
3.0-3.2,,P001187,Reject,Fall 2024
3.2-3.4,,P003083,Admit,Fall 2024
3.7-3.9,310-319,P004506,Admit,Fall 2024
3.5-3.7,,P003516,Waitlist,Fall 2025
3.2-3.4,310-319,P002429,Reject,Fall 2023
3.5-3.7,310-319,P000590,Reject,Fall 2023
3.5-3.7,,P004421,Admit,Fall 2024
3.7-3.9,310-319,P004726,Waitlist,Fall 2024
3.7-3.9,290-299,P004865,Admit,Fall 2024
3.4-3.5,,P002048,Reject,Fall 2023
3.5-3.7,330-340,P002893,Admit,Fall 2026
3.9-4.0,310-319,P002464,Admit,Fall 2025
3.7-3.9,320-329,P002116,Admit,Fall 2023
3.5-3.7,300-309,P002504,Admit,Fall 2026
3.2-3.4,,P000630,Reject,Fall 2024
3.9-4.0,310-319,P003385,Admit,Fall 2023
3.9-4.0,330-340,P002785,Admit,Fall 2026
3.5-3.7,,P001850,Waitlist,Fall 2025
3.7-3.9,,P004657,Admit,Fall 2026
3.7-3.9,,P001661,Admit,Fall 2024
3.2-3.4,,P000494,Admit,Fall 2025
3.7-3.9,330-340,P004218,Admit,Fall 2026
3.9-4.0,,P003223,Admit,Fall 2025
3.5-3.7,320-329,P001693,Admit,Fall 2024
3.2-3.4,,P000264,Waitlist,Fall 2021
3.9-4.0,,P002485,Waitlist,Fall 2022
3.5-3.7,320-329,P003046,Reject,Fall 2023
3.7-3.9,,P001407,Admit,Fall 2025
3.7-3.9,,P002543,Waitlist,Fall 2025
3.7-3.9,,P002188,Admit,Fall 2024
3.0-3.2,,P000404,Reject,Fall 2023
3.9-4.0,,P001591,Admit,Fall 2026
3.5-3.7,,P002451,Reject,Fall 2024
3.4-3.5,320-329,P003506,Reject,Fall 2026
3.4-3.5,320-329,P002944,Reject,Fall 2025
3.4-3.5,290-299,P004457,Reject,Fall 2025
3.7-3.9,320-329,P000917,Reject,Fall 2021
3.2-3.4,330-340,P003226,Reject,Fall 2025
3.5-3.7,310-319,P002812,Waitlist,Fall 2023
3.5-3.7,330-340,P002230,Admit,Fall 2025
3.9-4.0,300-309,P001058,Admit,Fall 2023
3.7-3.9,310-319,P001488,Waitlist,Fall 2026
3.9-4.0,320-329,P001704,Reject,Fall 2022
3.5-3.7,320-329,P003691,Reject,Fall 2024
3.7-3.9,330-340,P004647,Admit,Fall 2026
3.0-3.2,,P003346,Admit,Fall 2025
3.5-3.7,,P000045,Admit,Fall 2026
3.4-3.5,310-319,P002227,Admit,Fall 2026
3.4-3.5,,P001091,Admit,Fall 2025
3.7-3.9,,P003488,Reject,Fall 2026
3.4-3.5,330-340,P002616,Reject,Fall 2025
3.5-3.7,,P002164,Waitlist,Fall 2024
3.5-3.7,,P001548,Reject,Fall 2025
3.7-3.9,310-319,P003089,Reject,Fall 2021
3.0-3.2,310-319,P001514,Admit,Fall 2025
3.2-3.4,,P000768,Reject,Fall 2024
3.2-3.4,,P004871,Admit,Fall 2026
3.5-3.7,,P003727,Reject,Fall 2021
3.0-3.2,300-309,P004085,Waitlist,Fall 2025
3.2-3.4,300-309,P002447,Reject,Fall 2025
3.7-3.9,300-309,P000038,Admit,Fall 2025
3.2-3.4,320-329,P003074,Reject,Fall 2021
3.7-3.9,300-309,P003082,Admit,Fall 2025
3.7-3.9,320-329,P000895,Admit,Fall 2021
3.2-3.4,310-319,P001764,Reject,Fall 2025
3.7-3.9,330-340,P004265,Admit,Fall 2024
3.4-3.5,,P000756,Reject,Fall 2023
3.2-3.4,330-340,P003675,Admit,Fall 2026
3.9-4.0,330-340,P002809,Admit,Fall 2023
3.5-3.7,310-319,P001713,Admit,Fall 2024
3.5-3.7,330-340,P004524,Admit,Fall 2026
3.0-3.2,310-319,P000642,Reject,Fall 2021
3.4-3.5,330-340,P001902,Reject,Fall 2025
3.5-3.7,,P002350,Admit,Fall 2025
3.4-3.5,320-329,P001096,Admit,Fall 2025
3.5-3.7,,P002932,Admit,Fall 2026
3.2-3.4,310-319,P004847,Reject,Fall 2025
3.5-3.7,310-319,P004255,Admit,Fall 2023
3.5-3.7,320-329,P001444,Reject,Fall 2023
3.7-3.9,310-319,P003387,Reject,Fall 2026
3.5-3.7,300-309,P000010,Admit,Fall 2025
3.2-3.4,290-299,P000443,Reject,Fall 2025
3.9-4.0,300-309,P004995,Waitlist,Fall 2021
3.0-3.2,,P004944,Waitlist,Fall 2025
3.2-3.4,320-329,P003923,Reject,Fall 2025
3.4-3.5,300-309,P000449,Reject,Fall 2024
3.7-3.9,310-319,P001174,Admit,Fall 2021
3.4-3.5,320-329,P003298,Reject,Fall 2023
3.2-3.4,,P003461,Reject,Fall 2021
3.9-4.0,,P001726,Reject,Fall 2022
3.5-3.7,310-319,P001363,Admit,Fall 2024
3.5-3.7,,P000556,Admit,Fall 2025
3.0-3.2,,P004841,Admit,Fall 2025
3.7-3.9,320-329,P003804,Admit,Fall 2023
3.2-3.4,,P000850,Reject,Fall 2025
3.5-3.7,320-329,P001634,Reject,Fall 2021
3.7-3.9,330-340,P002378,Reject,Fall 2025
3.5-3.7,310-319,P004989,Waitlist,Fall 2024
3.2-3.4,300-309,P003534,Reject,Fall 2026
3.5-3.7,310-319,P002078,Reject,Fall 2022
3.7-3.9,,P002488,Admit,Fall 2026
3.2-3.4,,P000908,Admit,Fall 2022
3.4-3.5,320-329,P004796,Reject,Fall 2023
3.2-3.4,310-319,P002189,Reject,Fall 2022
2.8-3.0,,P004614,Admit,Fall 2021
3.7-3.9,330-340,P000934,Reject,Fall 2023
3.5-3.7,310-319,P004755,Admit,Fall 2023
3.7-3.9,290-299,P000727,Admit,Fall 2023
3.4-3.5,300-309,P002101,Admit,Fall 2024
3.9-4.0,310-319,P001323,Admit,Fall 2024
3.0-3.2,300-309,P004433,Admit,Fall 2026
3.4-3.5,320-329,P001874,Reject,Fall 2026
3.9-4.0,320-329,P000506,Reject,Fall 2026
3.9-4.0,310-319,P004305,Admit,Fall 2026
3.7-3.9,330-340,P004384,Admit,Fall 2024
3.7-3.9,320-329,P003615,Reject,Fall 2025
3.7-3.9,,P000954,Admit,Fall 2023
3.2-3.4,310-319,P000276,Waitlist,Fall 2021
3.5-3.7,320-329,P001521,Reject,Fall 2024
3.2-3.4,330-340,P002741,Admit,Fall 2025
3.4-3.5,290-299,P000126,Reject,Fall 2025
3.0-3.2,310-319,P001212,Admit,Fall 2024
3.4-3.5,,P004171,Admit,Fall 2026
3.7-3.9,310-319,P002141,Admit,Fall 2025
3.7-3.9,,P000738,Reject,Fall 2026
3.2-3.4,310-319,P002272,Reject,Fall 2022
3.2-3.4,310-319,P004406,Waitlist,Fall 2025
3.4-3.5,,P004787,Admit,Fall 2025
3.5-3.7,310-319,P003929,Admit,Fall 2023
3.4-3.5,,P000458,Admit,Fall 2024
3.5-3.7,300-309,P001536,Admit,Fall 2022
3.5-3.7,320-329,P002703,Reject,Fall 2024
3.2-3.4,,P001310,Reject,Fall 2025
3.9-4.0,330-340,P004170,Admit,Fall 2023
3.5-3.7,,P001003,Waitlist,Fall 2025
3.5-3.7,,P004949,Reject,Fall 2022
3.4-3.5,310-319,P003965,Admit,Fall 2026
3.4-3.5,310-319,P001034,Admit,Fall 2024
3.7-3.9,,P004972,Admit,Fall 2023
3.9-4.0,320-329,P004201,Admit,Fall 2025
3.7-3.9,,P003993,Admit,Fall 2024
3.7-3.9,310-319,P000411,Admit,Fall 2023
3.4-3.5,,P000254,Admit,Fall 2025
3.0-3.2,320-329,P004375,Reject,Fall 2025
3.5-3.7,330-340,P003778,Reject,Fall 2026
3.5-3.7,310-319,P000276,Waitlist,Fall 2025
3.7-3.9,300-309,P003451,Admit,Fall 2025
3.4-3.5,310-319,P004243,Admit,Fall 2025
3.5-3.7,300-309,P001246,Waitlist,Fall 2026
3.7-3.9,,P002474,Admit,Fall 2024
3.2-3.4,,P001617,Admit,Fall 2025
3.5-3.7,320-329,P001215,Admit,Fall 2026
3.2-3.4,310-319,P002664,Admit,Fall 2025
3.5-3.7,300-309,P002057,Admit,Fall 2026
3.4-3.5,,P002194,Admit,Fall 2024
3.7-3.9,330-340,P002373,Admit,Fall 2023
3.5-3.7,310-319,P004992,Admit,Fall 2025
3.2-3.4,,P000447,Admit,Fall 2023
3.9-4.0,330-340,P004563,Admit,Fall 2023
3.4-3.5,,P001476,Admit,Fall 2025
3.7-3.9,300-309,P003421,Admit,Fall 2026
3.5-3.7,320-329,P001424,Admit,Fall 2024
3.7-3.9,,P002856,Waitlist,Fall 2022
3.2-3.4,330-340,P001571,Reject,Fall 2026
3.0-3.2,300-309,P003205,Reject,Fall 2025
3.2-3.4,,P003967,Admit,Fall 2026
3.4-3.5,330-340,P001755,Admit,Fall 2024
3.5-3.7,300-309,P003083,Admit,Fall 2026
3.7-3.9,290-299,P004322,Waitlist,Fall 2022
3.2-3.4,,P000973,Reject,Fall 2025
3.5-3.7,330-340,P004554,Admit,Fall 2025
3.4-3.5,310-319,P003027,Admit,Fall 2025
3.7-3.9,320-329,P000603,Admit,Fall 2023
3.4-3.5,310-319,P002442,Admit,Fall 2025
3.7-3.9,,P002874,Admit,Fall 2021
3.7-3.9,300-309,P003326,Admit,Fall 2025
3.5-3.7,330-340,P004670,Reject,Fall 2026
3.7-3.9,,P004690,Reject,Fall 2025
3.5-3.7,310-319,P001523,Admit,Fall 2022
3.5-3.7,300-309,P000446,Admit,Fall 2026
3.7-3.9,300-309,P003550,Reject,Fall 2023
3.2-3.4,310-319,P000821,Admit,Fall 2025
3.7-3.9,290-299,P001846,Reject,Fall 2026
3.7-3.9,310-319,P002382,Admit,Fall 2024
3.7-3.9,320-329,P003033,Waitlist,Fall 2025
3.4-3.5,310-319,P004537,Reject,Fall 2026
3.5-3.7,320-329,P002657,Admit,Fall 2025
3.4-3.5,,P000004,Admit,Fall 2025
3.5-3.7,310-319,P001804,Waitlist,Fall 2024
3.4-3.5,300-309,P004397,Reject,Fall 2025
3.2-3.4,,P004277,Waitlist,Fall 2022
3.0-3.2,310-319,P003933,Admit,Fall 2023
3.7-3.9,320-329,P003762,Reject,Fall 2025
2.8-3.0,,P003044,Reject,Fall 2024
3.9-4.0,,P004928,Admit,Fall 2026
3.4-3.5,,P001712,Reject,Fall 2025
3.4-3.5,310-319,P003030,Admit,Fall 2024
3.5-3.7,,P001465,Reject,Fall 2026
3.7-3.9,320-329,P000730,Reject,Fall 2024
3.4-3.5,,P000961,Reject,Fall 2026
3.2-3.4,310-319,P001574,Reject,Fall 2025
3.4-3.5,300-309,P003392,Reject,Fall 2023
3.4-3.5,,P004634,Admit,Fall 2025
3.4-3.5,,P000962,Admit,Fall 2025
3.7-3.9,,P002742,Admit,Fall 2026
3.4-3.5,,P003938,Admit,Fall 2025
3.7-3.9,310-319,P002094,Admit,Fall 2026
3.4-3.5,,P002715,Reject,Fall 2026
3.5-3.7,,P002832,Admit,Fall 2022
3.5-3.7,,P002335,Admit,Fall 2026
3.4-3.5,,P002702,Admit,Fall 2022
3.4-3.5,,P001516,Admit,Fall 2023
3.5-3.7,300-309,P004795,Admit,Fall 2022
3.4-3.5,310-319,P002282,Waitlist,Fall 2025
3.0-3.2,330-340,P003533,Admit,Fall 2025
3.7-3.9,320-329,P000664,Admit,Fall 2026
3.7-3.9,,P000371,Reject,Fall 2024
3.5-3.7,330-340,P000412,Admit,Fall 2024
3.2-3.4,,P000684,Waitlist,Fall 2026
3.2-3.4,,P004434,Waitlist,Fall 2025
3.9-4.0,300-309,P000690,Admit,Fall 2023
3.2-3.4,320-329,P001182,Waitlist,Fall 2025
2.8-3.0,320-329,P000437,Reject,Fall 2026
3.4-3.5,,P003576,Reject,Fall 2025
3.4-3.5,310-319,P003196,Reject,Fall 2023
3.5-3.7,300-309,P002635,Admit,Fall 2024
3.7-3.9,,P000262,Reject,Fall 2024
3.2-3.4,,P001241,Admit,Fall 2026
3.5-3.7,300-309,P003885,Admit,Fall 2024
3.4-3.5,310-319,P001156,Admit,Fall 2022
3.0-3.2,310-319,P001151,Admit,Fall 2021
3.5-3.7,,P001231,Waitlist,Fall 2025
3.9-4.0,320-329,P004918,Admit,Fall 2025
3.5-3.7,310-319,P004483,Admit,Fall 2021
3.5-3.7,320-329,P003031,Reject,Fall 2024
3.7-3.9,,P003382,Admit,Fall 2026
3.7-3.9,,P003569,Admit,Fall 2023
3.7-3.9,310-319,P001672,Reject,Fall 2025
3.2-3.4,310-319,P000824,Admit,Fall 2023
3.7-3.9,,P001675,Waitlist,Fall 2025
3.7-3.9,310-319,P004995,Waitlist,Fall 2026
3.4-3.5,330-340,P001888,Admit,Fall 2024
3.4-3.5,320-329,P001009,Admit,Fall 2023
3.5-3.7,310-319,P004130,Reject,Fall 2026
3.9-4.0,290-299,P003861,Waitlist,Fall 2025
3.7-3.9,,P002595,Admit,Fall 2022
3.7-3.9,,P000102,Admit,Fall 2026
3.7-3.9,330-340,P001664,Admit,Fall 2026
3.0-3.2,320-329,P003172,Reject,Fall 2026
3.5-3.7,310-319,P003688,Reject,Fall 2024
3.5-3.7,,P000265,Reject,Fall 2026
3.5-3.7,300-309,P003708,Reject,Fall 2024
3.2-3.4,310-319,P004137,Admit,Fall 2026
3.4-3.5,320-329,P001428,Admit,Fall 2026
3.2-3.4,,P002221,Reject,Fall 2025
2.8-3.0,,P002326,Reject,Fall 2025
3.5-3.7,320-329,P004485,Admit,Fall 2025
3.4-3.5,330-340,P004229,Reject,Fall 2024
3.7-3.9,290-299,P002845,Reject,Fall 2024
3.7-3.9,320-329,P000589,Admit,Fall 2025
3.7-3.9,,P003632,Admit,Fall 2024
3.5-3.7,330-340,P002126,Admit,Fall 2023
3.5-3.7,310-319,P002604,Admit,Fall 2023
3.2-3.4,310-319,P000537,Reject,Fall 2025
3.2-3.4,290-299,P001157,Reject,Fall 2023
3.2-3.4,310-319,P001268,Admit,Fall 2026
3.5-3.7,310-319,P001758,Reject,Fall 2025
3.5-3.7,310-319,P003718,Reject,Fall 2023
3.9-4.0,330-340,P002716,Admit,Fall 2023
3.7-3.9,310-319,P000421,Waitlist,Fall 2025
3.5-3.7,310-319,P000649,Reject,Fall 2024
3.7-3.9,320-329,P004862,Reject,Fall 2025
3.4-3.5,290-299,P003183,Admit,Fall 2025
3.4-3.5,320-329,P003475,Reject,Fall 2023
3.4-3.5,320-329,P001383,Waitlist,Fall 2025
3.5-3.7,,P000267,Admit,Fall 2023
3.2-3.4,320-329,P004351,Reject,Fall 2023
3.5-3.7,330-340,P002666,Admit,Fall 2021
3.5-3.7,,P003528,Admit,Fall 2026
3.7-3.9,310-319,P002110,Admit,Fall 2022
3.9-4.0,320-329,P004163,Admit,Fall 2023
3.5-3.7,310-319,P002587,Admit,Fall 2026
3.7-3.9,330-340,P001283,Admit,Fall 2025
3.5-3.7,,P002606,Admit,Fall 2025
3.7-3.9,,P002803,Admit,Fall 2024
3.0-3.2,310-319,P002118,Reject,Fall 2023
2.8-3.0,310-319,P002176,Waitlist,Fall 2024
3.7-3.9,,P002721,Admit,Fall 2023
3.2-3.4,310-319,P002354,Admit,Fall 2026
3.7-3.9,,P002011,Reject,Fall 2025
3.9-4.0,,P001947,Admit,Fall 2025
3.0-3.2,320-329,P004115,Reject,Fall 2025
3.5-3.7,300-309,P004406,Waitlist,Fall 2021
3.4-3.5,,P000431,Reject,Fall 2026
3.2-3.4,330-340,P001367,Admit,Fall 2022
3.4-3.5,,P000258,Admit,Fall 2025
3.7-3.9,,P000004,Reject,Fall 2026
3.7-3.9,,P002314,Waitlist,Fall 2022
3.7-3.9,320-329,P000447,Admit,Fall 2026
3.5-3.7,310-319,P004318,Waitlist,Fall 2025
3.7-3.9,310-319,P000635,Admit,Fall 2023
3.0-3.2,,P001182,Admit,Fall 2026
3.9-4.0,310-319,P002826,Admit,Fall 2023
3.0-3.2,310-319,P003751,Admit,Fall 2026
3.5-3.7,310-319,P001771,Waitlist,Fall 2025
3.7-3.9,310-319,P001265,Admit,Fall 2025
3.7-3.9,310-319,P003016,Admit,Fall 2023
3.2-3.4,,P004508,Reject,Fall 2026
3.9-4.0,,P002781,Admit,Fall 2023
3.4-3.5,,P004492,Admit,Fall 2025
3.4-3.5,310-319,P002811,Reject,Fall 2025
3.2-3.4,330-340,P003365,Reject,Fall 2024
3.7-3.9,,P003498,Admit,Fall 2026
3.0-3.2,,P001727,Reject,Fall 2024
3.0-3.2,310-319,P001232,Admit,Fall 2023
3.4-3.5,330-340,P003523,Waitlist,Fall 2025
3.7-3.9,310-319,P000605,Admit,Fall 2024
3.2-3.4,310-319,P002397,Reject,Fall 2026
3.7-3.9,,P001563,Waitlist,Fall 2025
3.5-3.7,,P000864,Waitlist,Fall 2025
3.0-3.2,320-329,P001247,Admit,Fall 2026
3.0-3.2,330-340,P001287,Reject,Fall 2023
3.7-3.9,,P004727,Reject,Fall 2025
3.9-4.0,320-329,P003061,Waitlist,Fall 2024
2.8-3.0,,P004197,Reject,Fall 2024
3.5-3.7,,P003255,Reject,Fall 2024
3.7-3.9,,P003546,Reject,Fall 2023
3.0-3.2,310-319,P001105,Waitlist,Fall 2025
3.4-3.5,310-319,P002106,Admit,Fall 2025
3.5-3.7,310-319,P002988,Admit,Fall 2023
3.5-3.7,,P003006,Admit,Fall 2026
3.5-3.7,,P003336,Reject,Fall 2025
3.9-4.0,,P000890,Admit,Fall 2023
3.9-4.0,320-329,P001365,Admit,Fall 2025
3.0-3.2,,P001307,Admit,Fall 2025
3.9-4.0,300-309,P001552,Admit,Fall 2026
3.9-4.0,,P003314,Waitlist,Fall 2022
3.4-3.5,,P002974,Reject,Fall 2025
3.2-3.4,310-319,P004195,Reject,Fall 2025
3.7-3.9,,P002977,Reject,Fall 2026
3.7-3.9,320-329,P001068,Admit,Fall 2021
3.7-3.9,,P000111,Admit,Fall 2025
3.0-3.2,,P002545,Reject,Fall 2023
3.2-3.4,,P001065,Admit,Fall 2026
3.7-3.9,300-309,P002546,Waitlist,Fall 2025
3.7-3.9,,P000888,Admit,Fall 2023
3.7-3.9,310-319,P000728,Admit,Fall 2022
3.7-3.9,320-329,P001532,Admit,Fall 2024
3.2-3.4,310-319,P002608,Admit,Fall 2024
3.7-3.9,310-319,P001005,Admit,Fall 2025
3.7-3.9,,P000606,Admit,Fall 2026
3.2-3.4,310-319,P000008,Reject,Fall 2025
3.4-3.5,,P003409,Admit,Fall 2024
3.7-3.9,,P003021,Admit,Fall 2023
3.7-3.9,,P001388,Admit,Fall 2022
3.7-3.9,320-329,P002617,Reject,Fall 2025
3.7-3.9,290-299,P000098,Reject,Fall 2025
3.5-3.7,320-329,P002877,Admit,Fall 2025
3.4-3.5,320-329,P003871,Admit,Fall 2022
3.7-3.9,310-319,P004076,Admit,Fall 2026
3.2-3.4,320-329,P000230,Reject,Fall 2024
3.2-3.4,,P000717,Reject,Fall 2023
3.7-3.9,310-319,P003788,Waitlist,Fall 2024
3.0-3.2,310-319,P001070,Reject,Fall 2025
3.2-3.4,310-319,P000278,Admit,Fall 2025
3.7-3.9,320-329,P003392,Reject,Fall 2022
3.7-3.9,330-340,P002817,Admit,Fall 2022
3.5-3.7,320-329,P004088,Waitlist,Fall 2025
3.2-3.4,310-319,P004565,Admit,Fall 2025
3.5-3.7,,P000774,Reject,Fall 2022
3.5-3.7,310-319,P002647,Reject,Fall 2025
3.5-3.7,320-329,P001325,Reject,Fall 2021
3.2-3.4,310-319,P001584,Waitlist,Fall 2024
3.4-3.5,300-309,P003737,Waitlist,Fall 2024
3.5-3.7,330-340,P002581,Admit,Fall 2023
3.2-3.4,,P001713,Reject,Fall 2024
3.5-3.7,310-319,P004886,Admit,Fall 2024
3.4-3.5,,P001454,Reject,Fall 2025
3.7-3.9,300-309,P004137,Admit,Fall 2026
3.5-3.7,320-329,P000061,Admit,Fall 2026
3.4-3.5,,P001269,Waitlist,Fall 2021
3.5-3.7,,P004972,Admit,Fall 2022
3.9-4.0,310-319,P001675,Admit,Fall 2025
3.7-3.9,320-329,P002368,Admit,Fall 2025
3.4-3.5,310-319,P003478,Reject,Fall 2023
3.4-3.5,310-319,P002104,Admit,Fall 2026
3.5-3.7,,P001615,Reject,Fall 2022
3.0-3.2,,P002885,Reject,Fall 2025
3.7-3.9,300-309,P002024,Admit,Fall 2025
3.5-3.7,,P001075,Admit,Fall 2023
3.0-3.2,310-319,P000967,Admit,Fall 2021
3.4-3.5,,P002061,Reject,Fall 2023
3.0-3.2,,P002638,Waitlist,Fall 2021
3.5-3.7,310-319,P001107,Reject,Fall 2025
3.0-3.2,300-309,P003617,Reject,Fall 2024
3.4-3.5,,P001869,Admit,Fall 2024
3.2-3.4,310-319,P004146,Admit,Fall 2024
3.5-3.7,310-319,P001051,Waitlist,Fall 2026
3.4-3.5,310-319,P001995,Reject,Fall 2026
3.9-4.0,320-329,P002867,Admit,Fall 2026
3.9-4.0,300-309,P002710,Admit,Fall 2026
3.9-4.0,290-299,P004675,Admit,Fall 2023
3.7-3.9,290-299,P002164,Admit,Fall 2026
3.0-3.2,330-340,P004106,Admit,Fall 2026
3.5-3.7,320-329,P003918,Admit,Fall 2026
3.7-3.9,310-319,P000534,Admit,Fall 2024
3.0-3.2,,P004391,Reject,Fall 2025
3.5-3.7,300-309,P000837,Admit,Fall 2023
3.7-3.9,300-309,P003931,Reject,Fall 2024
3.7-3.9,320-329,P003584,Admit,Fall 2026
3.7-3.9,320-329,P003209,Reject,Fall 2025
3.5-3.7,300-309,P000357,Admit,Fall 2025
3.5-3.7,330-340,P001091,Admit,Fall 2026
3.5-3.7,,P003263,Waitlist,Fall 2024
3.7-3.9,310-319,P002789,Waitlist,Fall 2022
3.2-3.4,,P002122,Reject,Fall 2024
3.5-3.7,310-319,P002155,Reject,Fall 2025
3.5-3.7,310-319,P001571,Reject,Fall 2025
3.7-3.9,320-329,P002478,Admit,Fall 2026
3.5-3.7,330-340,P004387,Reject,Fall 2023
3.5-3.7,,P000702,Admit,Fall 2021
2.8-3.0,300-309,P002349,Reject,Fall 2025
3.4-3.5,320-329,P000104,Admit,Fall 2025
3.0-3.2,,P001648,Admit,Fall 2024
3.9-4.0,,P001784,Waitlist,Fall 2025
3.9-4.0,,P003958,Reject,Fall 2025
3.9-4.0,310-319,P001673,Admit,Fall 2026
3.5-3.7,290-299,P002707,Admit,Fall 2026
3.7-3.9,320-329,P001318,Admit,Fall 2026
3.5-3.7,,P002017,Admit,Fall 2026
3.7-3.9,310-319,P002762,Admit,Fall 2024
3.9-4.0,330-340,P000489,Admit,Fall 2022
3.7-3.9,310-319,P000261,Admit,Fall 2024
3.5-3.7,310-319,P000936,Admit,Fall 2026
3.9-4.0,,P001050,Admit,Fall 2024
3.5-3.7,,P002261,Admit,Fall 2023
3.0-3.2,300-309,P004277,Reject,Fall 2025
3.9-4.0,320-329,P003809,Admit,Fall 2026
3.5-3.7,330-340,P002811,Admit,Fall 2023
3.5-3.7,310-319,P002753,Admit,Fall 2025
3.4-3.5,,P000870,Admit,Fall 2024
3.5-3.7,300-309,P003989,Reject,Fall 2025
2.8-3.0,,P004005,Reject,Fall 2022
3.4-3.5,300-309,P000382,Reject,Fall 2026
3.7-3.9,330-340,P002992,Admit,Fall 2026
3.7-3.9,320-329,P001553,Reject,Fall 2026
3.2-3.4,,P001187,Reject,Fall 2026
3.4-3.5,330-340,P001283,Waitlist,Fall 2025
3.9-4.0,300-309,P000846,Reject,Fall 2023
3.5-3.7,330-340,P004497,Reject,Fall 2025
3.7-3.9,310-319,P002926,Reject,Fall 2023
3.0-3.2,300-309,P002746,Reject,Fall 2024
3.7-3.9,320-329,P004307,Admit,Fall 2026
3.9-4.0,320-329,P000485,Admit,Fall 2022
3.0-3.2,300-309,P004272,Reject,Fall 2026
3.4-3.5,310-319,P001618,Admit,Fall 2026
3.7-3.9,300-309,P003508,Waitlist,Fall 2024
3.5-3.7,320-329,P003451,Waitlist,Fall 2025
3.7-3.9,300-309,P002276,Admit,Fall 2023
3.9-4.0,,P004661,Admit,Fall 2026
3.7-3.9,,P002874,Reject,Fall 2024
3.7-3.9,310-319,P002666,Admit,Fall 2023
3.4-3.5,320-329,P004172,Waitlist,Fall 2021
3.2-3.4,,P003443,Admit,Fall 2023
3.7-3.9,310-319,P004551,Admit,Fall 2022
3.9-4.0,320-329,P003395,Admit,Fall 2024
3.9-4.0,320-329,P000016,Reject,Fall 2021
3.4-3.5,320-329,P003602,Admit,Fall 2025
3.4-3.5,320-329,P003707,Admit,Fall 2021
3.4-3.5,310-319,P000421,Reject,Fall 2024
3.7-3.9,310-319,P003972,Admit,Fall 2025
3.2-3.4,,P004216,Admit,Fall 2022
3.7-3.9,,P000210,Admit,Fall 2025
3.0-3.2,320-329,P003764,Reject,Fall 2024
3.2-3.4,,P003717,Admit,Fall 2025
3.5-3.7,330-340,P000438,Admit,Fall 2024
3.4-3.5,310-319,P002729,Admit,Fall 2021
3.2-3.4,320-329,P003736,Reject,Fall 2025
3.2-3.4,310-319,P002810,Reject,Fall 2026
3.4-3.5,310-319,P001069,Admit,Fall 2024
3.5-3.7,330-340,P004686,Reject,Fall 2025
3.2-3.4,310-319,P000741,Admit,Fall 2025
2.8-3.0,320-329,P000527,Admit,Fall 2024
3.4-3.5,310-319,P004930,Admit,Fall 2021
3.0-3.2,,P001424,Reject,Fall 2023
3.5-3.7,310-319,P003293,Reject,Fall 2026
3.0-3.2,320-329,P002301,Admit,Fall 2025
3.0-3.2,310-319,P001214,Reject,Fall 2026
3.5-3.7,,P003681,Admit,Fall 2024
3.0-3.2,320-329,P003029,Reject,Fall 2026
3.7-3.9,,P001326,Waitlist,Fall 2021
3.5-3.7,310-319,P002455,Admit,Fall 2025
3.5-3.7,320-329,P004064,Admit,Fall 2025
3.5-3.7,330-340,P002596,Waitlist,Fall 2026
3.7-3.9,,P004188,Admit,Fall 2025
3.0-3.2,310-319,P000122,Admit,Fall 2021
3.4-3.5,320-329,P004788,Admit,Fall 2023
3.5-3.7,310-319,P003432,Reject,Fall 2024
3.9-4.0,300-309,P003391,Admit,Fall 2026
3.2-3.4,290-299,P001977,Admit,Fall 2024
3.0-3.2,310-319,P002405,Reject,Fall 2024
3.4-3.5,,P001949,Admit,Fall 2025
3.9-4.0,320-329,P004902,Reject,Fall 2026
3.9-4.0,320-329,P001890,Reject,Fall 2024
3.5-3.7,300-309,P000635,Admit,Fall 2023
3.5-3.7,,P002589,Reject,Fall 2023
3.2-3.4,,P003573,Waitlist,Fall 2026
3.7-3.9,330-340,P001374,Admit,Fall 2024
3.5-3.7,,P001982,Admit,Fall 2026
3.7-3.9,310-319,P002417,Admit,Fall 2026
3.2-3.4,,P003627,Reject,Fall 2025
3.0-3.2,310-319,P003373,Admit,Fall 2026
3.4-3.5,,P004103,Reject,Fall 2024
3.7-3.9,,P001789,Admit,Fall 2026
3.5-3.7,330-340,P000594,Admit,Fall 2025
3.7-3.9,320-329,P002857,Admit,Fall 2021
3.5-3.7,310-319,P003627,Admit,Fall 2022
3.4-3.5,310-319,P003651,Waitlist,Fall 2025
3.5-3.7,,P000375,Reject,Fall 2025
3.5-3.7,,P002373,Reject,Fall 2024
3.7-3.9,290-299,P003431,Admit,Fall 2026
3.5-3.7,320-329,P000715,Admit,Fall 2025
